,id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
122866,913fb2c1a14f5ee8,"This is stupid, but if you'll just let yourself stay blocked until it's sorted out it will be better: both for you and for Wikipedia. Please let me handle this. Trust me on this one, my fellow Mediator?  01:23, August 7, 2005 (UTC)",0,0,1,0,0,0
123184,93027cb03e1b36dc,"I believe users and attitudes like him are disruptive to the project.  Otherwise, anyone who does not bow to the collective consensus (read: me) is disruptive to the project as a matter of definition.  His arrogance, frankly, sickens me, and his attitude basically confirms my suspicion that if Ruth-2013 is right, then I have no place on Wikipedia because I don't bend over and kiss butt very well.",0,0,1,0,0,0
124010,974bbcebb6c9c8b2,"""

 Anthropogenic Heat 

I created a new article. But I'm not sure it isn't already placed somewhere else under another name? Can you guys check it out? I hope you can somehow link this Global Warming page to it, as it must be a factor. 

While you're at it, perhaps you can vandalize the shit out of it so that I can report you asshole motherfuckers! 

Also, I object to the words """"increase in the average"""" in the first sentence. I think it should read """"apparent increasse in the mean"""" as more professional scientific periodicals would. 

 ))  """,0,0,1,0,0,0
124513,9a162033a2181b2c,"""
 Ah, shit. I can't help myself. If I understand """"Hodja"""" (whose previous website id was """"Biophys"""" and is currently working some kind of deal here  if I'm following along Ok) my edits had something to do with """"the worst area of discretionary sanctions in the entire project. Other conflict areas are nothing compare (sic) to that."""" What is this area?  """,0,0,1,0,0,0
125018,9cc43e3f778c0e50,"Oh, my dumbass mistake.  It looked just like the image on your user page.  So sorry.",0,0,1,0,0,0
125389,9eae1a5192c1077d,Thanks for reading.  I appreciate it.  You should review that bullshit policy about personal attacks.  Thanks for the entertaining response.  ),0,0,1,0,0,0
125482,9f3788b942781377,"bloody hell, it continues!",0,0,1,0,0,0
125629,a00e5be26d3691e7,"EVula, answer me, got damnit!",0,0,1,0,0,0
125962,a1a95b0f8461986c,"""
 Wow, serious stick-up-the-ass-itis. But seriously, thanks for getting me blocked. Always wanted to do it. Thought it might be fun for a while, but turns out all the admins are the same variety of lame: lazy fascist. Sound familiar? Anyway, seriously, since I'm taking a (permanent?) break from Wikipedia, just leave that info here. I'm very serious about following up on that since Frank O'Hara is a subject of research in non-toilet-backwoods-punchline style research. Ya'll have fun wasting your lives on futility while the sticks up your asses keep you from having the real kind of fun you should with crap like this. But seriously, let me know where you got that O'Hara info. I'd like to follow it up (I know you'll ignore me, it's your pattern, but thought I'd give it a try  do you need reading lessons or something, it's like you have paragraphs on auto and are unable to read what others say). Anyway, just a citation or something, """"Frank O'Hara hates beats found here:"""" Citation is another shortcoming of yours, but please try. Thanks! Happy Thanksgiving!68.220.76.174  """,0,0,1,0,0,0
126160,a2a9f6026b792df3,tell your girl friend of your User:Nancy stop beenin a bitch 24 hours 86.166.250.11,0,0,1,0,0,0
126973,a70e79f99189dda5,"I had a good one up there, until some dipshit decided to change back to this joke they'd call a mosaic.   PacificWarrior101",0,0,1,0,0,0
127927,ac366ece0f39e77d,"""

Erroneous comment stricken. Still, don't delete comments outright just because you don't think they're appropriate. There's nothing in the rules that forbids casual use of words like """"fuck"""" on discussion pages. Also, what I posted above is not an attack. I mention this because one of your friends coming to your aid accused me of attacking you.""",0,0,1,0,0,0
127977,ac82efdc88b2087f,BEING SO GOD DAMN SEXY,0,0,1,0,0,0
127990,ac8f1cdda511076e,"""

 """"removing thugstep. you've already had this explained to you"""" 
One more of those 'you've already had this explained to you' tries and you'll get told about. If you suggest a thing to Thugstep article do a thing if you fucking dislike thugstep that shouldn't be a deal for wikipedia  86.57.254.215  """,0,0,1,0,0,0
128171,ad76c929f386cb5b,"""

If you are going to antagonize other people, you are going to have to learn to deal with the repercussions. As far as me calling you an """"asshole"""", If the shoe fits, wear it, !  

 vandalism of this article 
By his unwarranted removal of NON-SPAM links,  is vandalizing this article. Hey Phil, I'd like to ask that you refrain from future vandalism of this page. Failure to do so will result in me doing everything possible to have your wikipedia account blocked. By the way, isn't it foolish to use your real name as your wikipedia user name? ;-)  """,0,0,1,0,0,0
128347,ae64b4b11fc1f9d4,I think its a great idea - an bigD sounds like an asshole,0,0,1,0,0,0
128423,aecf3f843e1519ac,"""
No, I'm not joking.  I'm hoping to help BD avoid digging himself into a hole full of shite.  Really, that's what I'm doing.  I know it may be hard, but please trust me on this.  (talk …stalk!) """,0,0,1,0,0,0
128575,afa7b94735ec6307,"it becomes the primary reason why the Internet sucks.

So, wikifiddle, and wait when the party and its in reality sets in.",0,0,1,0,0,0
129038,b215dd99f022a497,"Headache Death Syndrome 

Headache Death Syndrome is what Emma has... It is a very serious headache of which makes her feel like she is going to die.

Causes: Not a clue. 
Solutions: Not a single damn thing.",0,0,1,0,0,0
130053,b7ba8da363c09298,"""
It's definitely """"[P Λ l Λ n s]"""", dear Movses. Extremely sexy """,0,0,1,0,0,0
130186,b87e9370bcc89377,"Pussy? 

Why is the term Pussy inculded in the beginning of the article?",0,0,1,0,0,0
130434,b9c14409233a5802,"Dildo Baggins 

Come on, be nice, i spent anges on dildo and even added the humour header.",0,0,1,0,0,0
131029,bd1fdacf7c53f4cf,"Do you think you would find cum shot, numa numa, or ytmnd in Britannica?",0,0,1,0,0,0
132423,c4995d224b659f1b,"""

 What!? 

I can't believe this was linked to the front page in it's present grammatical condition.  The article says """"at all costs"""" several times in the first two paragraphs alone. And as for this construction: """"The Hunger Plan may have being planned almost as soon..""""   English, mutha focker, do you speak it???""",0,0,1,0,0,0
132799,c682d96d050335c9,"""

Tell you what.  Just forget it.  Forget I ever existed.  I really can't be bothered with this bullshit.  Somebody comes tramping in, starts hackand-slash editing a sensitive article, wielding his mighty POV as the only possible truth, labels everyone who disagrees as trolls, and somehow this is OK.  He boasts of his massive donations to Wikipedia - well, if he's donated, good on him, but that shouldn't mean he should be able to make edits willy-nilly.  Look at his fucking edit history, for christ's sake.  The people he's not trying to get banned, he's trying to drive away.  Just rename it """"Merkeypedia"""" and be done with it.

I have a bunch of stuff I was going to post that's utterly non-related to Cherokees or anything Mr Merkey would even consider interesting.  If I get round to it, maybe I'll bother to log in as an anon once my IP has changed, and upload it.  If not, well, I won't.  No great loss, WP has lived without my edits until now, ad will continue to live without them tomorrow.

/pissed off rant

 """,0,0,1,0,0,0
133309,c9357a4ece3cc392,"""

Why did you alter my message? And you're calling me an arrogant, ignorant ass? Look at yourself.

I wrote that it's A PROGRESS, not IT'S IS A PROGRESS or what ever you altered it to.

And even if it's your native language it doesn't necessarily mean that you use it better than nonnative English speakers.
I still see errors in your message.

At least use I and not """"i"""".

And again, what is the point of unnecessarily adding """"Cum, leave""""?
And you're seriously just trying to argue about it, doubting MY own understanding of Hebrew and the circumstances of the title.

Again, once again, I'm telling you the reasons. In Hebrew, """"Ligmor"""" (that's the gerund. """"Gomrot"""" is a feminine present (progressive or simple) form) means either """"To finish"""" or """"To cum"""".
""""Cum"""" is obviously some sort of a slang word, but that's what Cum and Gomrot is. A word and its meaning. Because the show is about sex, their intentions for the tile are obvious. If you insistingly want that, I can put both """"Finish, Leave"""" and """"Cum, Leave"""" to show its """"double meaning"""".   """,0,0,1,0,0,0
133515,ca3ef01734c54743,"""{{unblock|THANK YOU for a reasonable fucking comment!!! The ONLY USER in ANY AREA who has actually made one!!  (Ebyabe made comments which appear to be reasonable at first glance, but are actually unreasonable because one is fraudulent and the other was untrue regarding a place where she could see that it was untrue.)  Well a sort-of reasonable comment anyway because he claims that I am being """"confrontational"""" when it is clearly visible at my talk page that other users are attacking me and not the other way around.  I have not caused any confrontation...   I have replied to other users who are putting a confrontation to me.  (I did ask how to report a user, but I did not actually report him because nobody answered regardless of several posts made, and the user himself did not comment there, so that was not a confrontation like it would have been if I'd been able to make the report.)  I would like to leave a message at this user User:Stwalkerster's talk page but I cannot, because for some reason those are blocked to, so I have to do it this way instead.  Hopefully he has the notifications turned on (tags of username).  I can be calm and work with other people.  This is noted in my first reply, where it gives several examples of how users should have had discussion instead of attacking and reverting me and arguing hostilely on my talk page.  Users who wish to work with me should not make attacks, write words like """"compliance"""", revert edits when they could have further fixed the edit instead (details of referred-to edits in a separate paragraph below, make false claims against me, or delete my replies on discussion pages (not talk pages) and then ARCHIVE it after removing them!!  (Users should not do these kinds of things to anyone.)  What this means is that if users act in a reasonable manner, then a normal discussion can ensue (including from myself).  Merely because someone has used a template, written a shorter reply, or wrote their aggressive, confrontational remarks in a business-style manner, does not mean that they are """"being reasonable"""" or """"writing nicely"""".  When someone makes a falsified report about you or writes a falsified comment, etc., it is not reasonable to expect the victim to reply without mentioning this, or to want to """"be friends"""" with the attacker.  If the other people are being reasonable then of COURSE I am going to reply to them in a different way.  Editing an article by...(below) is not reasonable, nor is """"ganging up"""" (the discussion page), nor is replying in several places at once, etc.  How can replying to other users stating bad and/or false things about you be """"confrontational""""?  I have mentioned several times about having an actual discussion but no one did this and instead just kept replying on my talk pages.  The fact that I mentioned having a discussion indicates that I think reasonable discussion is the right or reasonable way to do it.  Just no one wanted to do anything but attack me so I did not have another way.

The headlines are not """"veiled"""", they are in plain light.  It was not any attempt to be """"hidden"""".  For headline #5, I literally do or did not know of a different way to title this headline which is not an attack on myself.  For headline #8, it is truthful and the falsification was blatant by Ebyabe, and I actually expected her to edit it to something on her next message.  I mean she directly mentions it; edit summary says a reason but her message says differently (directly, not implied).  For this headline, it is not a """"personal attack"""" because it is true and evident: Administrator complains about my signature even though signature has been changed, and messages by me since posted, before the block happened, as well as direct linking to comments which contain no personal attacks as a reason for """"personal attacks"""".  If the titles were UNTRUE they would be attacks, but since they are true unambiguously then they can't be attacks. The last headline yes, somewhat motivated/hostile, because he is the one put an useless headline so that there's TWO AT ONCE, *AFTER* my notice is up, while also writing the things that show the actual tyranny (a word used in this case solely because it is already being talked about, and not meant as any attack/instigation/hostile/etc.). Although the link by Jamie appears to say something about political opinions, if someone is making false claims then it is appropriate for them to be exposed.

So as you can see my intents are to be reasonable and normal (with the 'possible' exception of this particular headline), and repeatedly asking other people to do this, but being annoyed by all their attacks and false remarks as well.

Edits (in a separate paragraph so that reading it is optional): """"Users working with me should not...revert edits when they could have further fixed the edit instead"""" - Instead of reverting multiple times, attacking, and then harassing, the use",0,0,1,0,0,0
133572,ca92ef8cb450f3c8,"Vandalism 
Only a Cunt would have classed my edit as vandalism.",0,0,1,0,0,0
134637,d00d3d31e44344a1,"I'm sorry 

I am sorry that I was an ass to you on this site. Sorry for vandalizing your pages, and making death threats. I just do not like Sureños. It was quite rude of me. I will not do it again. Thanks for your time, and please do not see this apology as vandalism.72.13.91.132",0,0,1,0,0,0
134786,d0e98ca6203c2368,"I always find it hard to know what to do in cases like this. Basically, it looks like he is acting like a bit of a dick, but it's difficult to say that there is anything you can do at this stage, until the stalking gets worse.  (talk)",0,0,1,0,0,0
134792,d0ef70fdb1a99e56,i hope they aren't breaking up for good because that would suck. there my favorite band ever!!!,0,0,1,0,0,0
134959,d1c8d5b954d7800a,"PHUQ OFF YOU KNOB OF CHEESE!

SALT!
PHUQ OFF YOU KNOB OF CHEESE!

SALT!
PHUQ OFF YOU KNOB OF CHEESE!

SALT!
PHUQ OFF YOU KNOB OF CHEESE!

SALT!
PHUQ OFF YOU KNOB OF CHEESE!

SALT!
PHUQ OFF YOU KNOB OF CHEESE!

SALT!
PHUQ OFF YOU KNOB OF CHEESE!

SALT!
PHUQ OFF YOU KNOB OF CHEESE!

SALT!
PHUQ OFF YOU KNOB OF CHEESE!

SALT!
PHUQ OFF YOU KNOB OF CHEESE!

SALT!
PHUQ OFF YOU KNOB OF CHEESE!

SALT!
PHUQ OFF YOU KNOB OF CHEESE!

SALT!
PHUQ OFF YOU KNOB OF CHEESE!

SALT!
PHUQ OFF YOU KNOB OF CHEESE!

SALT!
PHUQ OFF YOU KNOB OF CHEESE!

SALT!
PHUQ OFF YOU KNOB OF CHEESE!

SALT!
PHUQ OFF YOU KNOB OF CHEESE!

SALT!
PHUQ OFF YOU KNOB OF CHEESE!

SALT!
PHUQ OFF YOU KNOB OF CHEESE!

SALT!
PHUQ OFF YOU KNOB OF CHEESE!

SALT!
PHUQ OFF YOU KNOB OF CHEESE!

SALT!
PHUQ OFF YOU KNOB OF CHEESE!

SALT!
PHUQ OFF YOU KNOB OF CHEESE!

SALT!
PHUQ OFF YOU KNOB OF CHEESE!

SALT!
PHUQ OFF YOU KNOB OF CHEESE!

SALT!
PHUQ OFF YOU KNOB OF CHEESE!

SALT!
PHUQ OFF YOU KNOB OF CHEESE!

SALT!
PHUQ OFF YOU KNOB OF CHEESE!

SALT!
PHUQ OFF YOU KNOB OF CHEESE!

SALT!
PHUQ OFF YOU KNOB OF CHEESE!

SALT!
PHUQ OFF YOU KNOB OF CHEESE!

SALT!
PHUQ OFF YOU KNOB OF CHEESE!

SALT!",0,0,1,0,0,0
135431,d4589f6a91daee4a,"""

And since so many people seem interested: I'm watching the Braves game, bored, My fuck buddy is busy seeing The Incredible Hulk with her dad and I want to edit Cameron Worrell. That's why I'm asking for it to be shortened. That, and it's really not deserved as Pats1 has already explained at length. I'll deal with it, but Pats is on the money when he points out that I was banned more for my past than anything done lately. I haven't asked Pats to say anything on my behalf and I actually told him it wasn't worth the trouble, but he's right nonetheless. So that's that.►''''''Holla! """,0,0,1,0,0,0
135589,d5215e27f51f2a9a,"I just feel that it shouldn't be a fucking adjective! Is that too much to ask? There aren't ANY adjective titles in Wikipedia; they are ALL disambiguation pages. I made it into a disambiguation page, and moved it to a reasonable title, and you got an admin to delete it? Like WTF?",0,0,1,0,0,0
135979,d7584ab4553ddce9,")

There will allways be assholes who hate.  I don't think we'll ever be free from it.  Decent people need to expose and repudiate hate where-ever we find it.  It's not a white thing or black thing - it's a human thing.  There are hatefull people of all races, religions, philosophies, etc. Graft, I disagree with you in that changing the power structure is not going to eliminate hate or anger.   15:03, 6 December 2006 (UTC",0,0,1,0,0,0
136606,dacd7a8300bde1dc,"No academics go about denying homosexuality of distinguished and respectable people like this article's namesake.  The charge of homosexuality claims lays with those such as you and those you mention, who plaster their revisionism over and rub such greater people than yourselves in the mud, all for the notoreity of doing so.  I'm pretty sure you would be the type to go up to such people like Fred Phelps or George W. Bush, or John Ashcroft, or Pope Benedict XVI and call them homosexuals to their faces, just because of the thrill of calling them hypocrites for opposing homosexuality, which Stuart doubtlessly did himself.  Churchmen are so vulnerable to this crap you spread around.  Keep your diseases to yourself, thank you very much.",0,0,1,0,0,0
136838,dbfefbc6ff3ba6a0,"""

 This is not vandalism. If you look at the quoted text from the notice: """"You may remove this message if you improve the article, or if you otherwise object to deletion of the article for any reason. To avoid confusion, it helps to explain why you object to the deletion, either in the edit summary or on the talk page. If this template is removed, it should not be replaced."""" it states that I may remove the notice. Furthermore, I did explain on more than one occasion that I was removing the message because Mais Ouis had failed to provide any explanation as to why it should be deleted and invited them to do so. They didn't. It also states clearly that if the template is removed it should not be replaced and it was. So fuck off. ( )""",0,0,1,0,0,0
137219,de333811b0e8fbda,"""

I'll bet milk amazes you you thick asshole... now block this IP quick you dumb mother fucker!! cos we gonna play some games!! 
This is one of the weirdest experiences I have EVER had. There is some blatant INCESTUOUS vandalstic remarks and they have been put their by a guy who I proved has 2 sock puppets at least and how he left the remark with one and then reverted it with the other... and nothing..? the worlds dumbest detectives basically... """"ze good fight""""... I'll tell you what. I'll bet that it's the other way around.. I'll bet that if you claim that someone said something, YOU have to back it up, not that the whole universe has to prove that they didn't say something... how does one prove that another person DIDN't say something anyway?? The truth,,.. you guys are german teens ja? I have amillion IPs so do what you want you incest boys!
 """,0,0,1,0,0,0
137651,e08ee0a098268d21,"""

WTF again, clearly u dont know how to speak or type english. Your links keep getting deleted for the reasons stated above, i dont know how we could make it any clearer. Your site is CRAP, its unreferenced, unreliable, unreviewed and well just plain childs work. Your website is one of thousands of bias websites and you have more then likely copied the information from another website. Pro """,0,0,1,0,0,0
138292,e3f5cdde964e77ad,"""

 Vandalization? 

The section """"Engine and means of starting"""" contains the sentence """"Before starting a Model T deul fucking power with the hand crank, you had to retard the spark, or you stood a chance of damaging the starter or having the hand crank spin around wildly and break your arm.""""
I think that """"deul fucking power"""" is extraneous (and misspelled.) I attempted to edit the document but did not find the additional text in the text offered for editing. 
I don't know who to proceed in this case and am alerting the community in hopes that the more knowledgeable will fix this.
Mark F. West """,0,0,1,0,0,0
138638,e5c6f5e8ccd6bf0f,"""
  

Your request to be unblocked has been granted for the following reason(s):
 Geez, I feel for you brother.  Damn, that Cialis shit is off the hook.

Request handled by: 75.100.83.239  """,0,0,1,0,0,0
139351,e9c85196869643ad,"""

This message was accidentally sent using an incorrect mailing list, therefore this message is being resent using the correct list. As a result, some users may get this message twice; if so please discard. We apologize for the inconvenience.
R

 Voting for the Military historian and Military newcomer of the year now open! 

Nominations for the military historian of the year and military newcomer of the year have now closed, and voting for the candidates has officially opened. All project members are invited to cast there votes for the Military historian and Military newcomer of the year candidates before the elections close at 23:59 December 21st. For the coordinators, 

  

From Hanoi With Fuck
Dear Nguyễn Quốc Cunt. lâu lâu không gặp. em vẫn khỏe chứ. ngày ngày vẫn són đái chống cộng chứ. anh là anh lo cho em lắm đấy, thỉnh thoảng anh sẽ lên thăm em, cứ bình tĩnh thoải mái són đái chống cộng đi nhé em. v

Mày nghĩ mày có thể ngăn được tao sao thằng ngụy con
You think you can stop me? Ngụy Con,today, maybe, but not tomorrow, next week or next month.  — Preceding unsigned comment added by 42.113.226.51   """,0,0,1,0,0,0
139765,ebfbac4939cefc26,"Award !
For proposing that the Rosetta stone has a Yugoslav language instead of the globally known, fully translated Egyptian demotic script between Greek and Egyptian hieroglyphs you are presented the award of .
 Well done JACKASS! 150.140.229.196",0,0,1,0,0,0
140084,ed9bf670451fa629,Jime1138 I never said the articled was retracted. Please pay attention. The statement was retracted and quoting half of a retracted statement is misleading. Get a life because you are obviously enjoying having this terribly biased article out to mislead the public. Did you choose to suck at life or are you paid to do so?,0,0,1,0,0,0
140740,f11f6f2149299cb7,"Another award for you! 

It's a pair of pliers, so you can remove the pole from your ass. Way to go!",0,0,1,0,0,0
140751,f1309d9cb43d9f81,"You reported me to AIV? Hilarious. That's one of the dick moves Werieth pulled too. Although he only did it as he knew reporting me to SPI would have probably brought him to much attention - at that stage he was still trying to keep the whole thing quiet, as it obviously benefited him. Not that he need have worried - every admin that ever responded to him, either at SPI or AIV, took the exact same view of my socking as as you espouse here (although obviously some were motivated by more than just incompetence). As such, it's likely your report to AIV is only going to ensure their names don't get picked up and the systems/attitudes/culture that cause this obviously counter-productive reaction don't get fixed - meaning that Werieth might as well try his arm at another return later. It speaks volumes that you'd think reverting me was remotely a good thing, even though in that very same ANI there's an arb explaining how he could have probably picked up on this whole thing much earlier if it wasn't for just that sort of mindless cycle of reversion and blocking of obvious socks, on the basis all socking is ebil. It's beyond idiotic.",0,0,1,0,0,0
141253,f3bee4fe6843c82d,"""
 Correct that you haven't """"wandered off"""", correct that I didn't know you were addressing The Pink Oboe's entire editing history in the one diff to his talk page, and for """"cleaning house"""":  money > mouth > Stephan Schulz.  No way is this """"civility"""" business ever going to be anything but a double standard and a joke if Malleus gets blocked for """"arse"""" while admins can tell two editors to """"shut the fuck up"""" and not an eyelash is batted an AN.  If we're serious, let's start where the problem starts (admin abuse and double standards in enforcement of civility and personal attacks).   (Talk) """,0,0,1,0,0,0
141711,f6341a610fd95c3b,"How the Hell does fighting him at Memory's Skyscraper or his fighting style clarify something as ambigious as darkness? That's what I mean by clarification. Defying gravity doesn't mean they use gravity; when I jump, I defy gravity, but that hardly means I can control it.  (Feeling chatty? ) (Edits!)",0,0,1,0,0,0
142707,fb49c1862b74c788,"There are many things I'd like better than to see you gone. I'd like to see you contributing to Wikipedia in your usual high-quality manner, and I'd like to see you involved in less heat and static. I'd like to see you not show up in WQA threads that are easily avoidable. I certainly recall seeing you choose to say or do things that would obviously and inevitably lead to heat and static, and then when shit happened, you played dumb about it. You're not naïve, and you can't fool me into thinking that you are.  So, yeah, I'd like to see less of that kind of nonsense. I'd like to see your good work continue, and your unnecessarily provocative bullshit end. That's a pretty reasonable desire, isn't it? -",0,0,1,0,0,0
142817,fbcb75a31d5374ce,MTKing is a racist piece of shit against MMA. We use those pages for knowledge and revising past events. If an TV show has an page per episode how cant an sporting event that happens around once a month not have a page?,0,0,1,0,0,0
142976,fc91f325cbf64939,"How much does it cost to buy your way into the inner circle, where you can do whatever the fuck you want to and anyone who complains gets banned? I have as much disposable income as these other jerks.
I think what I shall do, as the owner of HTTP://WWW.CLANYOUNG.INFO is to invoke copywrite and remove my contributions...",0,0,1,0,0,0
143542,ffa3e775f11bb8ac,"""
 The various local government areas pages only list them.  I was thinking something like that.  These three paragraphs are from a couple of papers I wrote, they can be incorporated into the article.  

The states (and territories) run the majority of the government in Australia and devolve some of this power down to local government, local councils.  Because this devolution of power happens on a state by state basis, in different states, the local councils have different powers.  Though generally they provide water, sewerage and look after local roads, with the states looking after health, education, police and so on.

Tasmania, like the other states, has a constitution.  Unlike the Australian constitution the Tasmanian one is simply an act of parliament, as such to change it requires no more then a majority in the parliament, not a referendum.  This constitution (among other things) establishes local government in Part """"IVA - Local Government"""" (Tasmanian Constitution).  However, this part while establishing the fact that councils will exist, leaves open how they are operated and what their powers are.  Both the system and power of the councils being provided by the """"Parliament ... from time to time"""" (Tasmanian Constitution).  It is the """"Local Government Act 1993"""" (referred hereafter to as either the 'LGA' or 'the act') that currently provides for the creation of the various councils, the role of the councillors, what power the councils have and so on.  

The act requires that the various councils """"provide for the health, safety and welfare of the community"""", """"represent and promote the interests of the community"""", and """"provide for the peace, order and good government of the municipal area"""".  Generally the act permits councils to """"do anything necessary or convenient to perform its functions either within or outside its municipal area"""".  Specifically, the act provides for the various councils to have the following powers (among others): to charge land rates, """"service rates"""", special rates and to levy fines (in relation to by-laws); and, to make by-laws in respect to anything the council has power to do.
 I'm sure the other states have similar legislation.   (Fuck you!) """,0,0,1,0,0,0
144176,08f832f687b4f469,"Not anymore. You could rename the site to Suckipedia?? I have a source that justifies the name change to Suckipedia, it's right here.",0,0,1,0,0,0
144209,09ab55cff6f55de0,Look what I get when I search for Ass kisser. KIMP (spewage),0,0,1,0,0,0
144879,13e5e151727db704,"""noobs...
I have contested the speedy deletion, but as a man who respects the rules set in place, I have not removed your request for speedy deletion...
 

Re: AND Atleast7isbiggerthanRowan%27s! ! ! ! ! ! ! ! ! ! ! !
I just thought I would bring this to your attention, too...

 

Thank you for respecting the rules. Please understand no one is picking on you for being new. Simply put, neither the label nor the band meet Wikipedia's notability requirements for music at this time. If that changes in the future, you are more than welcome to resubmit them both.  

Thanks for having the decency to explain - being new plays little role in my concern (this is in fact not a new concept to me, it is simply a lack of practical understanding of the scripting used in Wiki stuff) - and in the meantime I appreciate your forwardness. I'm sure it will not be too long until we can do all this again...
 

 User Name 

Not sure exactly why, but your User Name is genius and is cracking me up.   

Thanks very much, I try.  

Marcus Ramone Cooper 

WELL , We did put do not delete the page . we are working on it ! could yooh at least give the page an hour after being created or so ... we just made it , my sistaer and  i.

I got it covered

lol...i got it covered.. i found the template and I am goin to add it now..but thans anyway..oh and i can see u were about to delete the page me and ma sister (the girl in tha comment above dis one aka Nicki Bookie..=])made.. u reallly should be a little more considerate when wikipedians put things like """"we are working on it dont delete"""" no offensee..=]  

None taken. Likewise, there is an under construction template you can use for new articles, rather than """"DO NOT DELETE DIS PAGE CAUSE WE STILL EDITIN IT"""" which really doesn't belong on an article page under any circumstances. Thanks.  

lol thanks..=]  

J. J. M. Roberts
I saw you had notability concerns about J. J. M. Roberts. I expressed the same, but another user  suggested that holders endowed chairs at major universities are almost always notable. If that's correct, I guess the question is, Is Roberts an exception to the rule?  (talk|contribs) 
Thanks for bringing this to my attention. It looks like he wrote some books too. I'm removing the tag, and hopefully someone can expand the article.  

Arson Committee
What more information needs to be added?

References, for one. Two college newspaper citations and two MySpaces doesn't cut it. I tried to look for some myself, but google yielded very few related hits. More than ten minutes of recorded output, for another. A label. Right now, the whole thing smacks of blatant self-promotion, and that isn't what Wikipedia is for.  

is there a way i can get that page(s) back so i can save it and re-enter it when they have more references?

Any admin should be able do that for you, I think. 

.
What right does a burned out stoner have to tell ANYONE they are not credible?

You know, I get that all the time. 

What the fuck, bongwarrior?  Really dude, please don't infringe upon our liberty to cover our hometown.  The meaningless stats do little to reflect the true character of elkhorn, however the """"dating scene"""" section certainly does.  

Happy Bong Hitting...

I wasn't infringing anything, I was reverting obvious vandalism.  """,0,0,1,0,0,0
145205,18c4b70b42dee04c,"Man, why are you so angry? That word (FUCKING) which you posted on my talk page was REALLY UNNECESSARY! With that kind of words, I must say that you are completely unable to cooperate with other users on WP. I'll wont post new messages to you, nor I'll respond to yours, because I didn't came to WP to be insulted, but to improve articles. As for stubbornness, it's also one of my characteristics, so if you want to engage in an edit war with me, I'm here!",0,0,1,0,0,0
146994,34ee6477ccd569e9,Now you've done it.  They should have shown Leo taking a crap at the beginning of ever episode.  Brilliant!,0,0,1,0,0,0
147648,3f8a4a2d86c2d8d0,"""""""Sly SOB"""" is a somewhat common teasing expression, not a way to seriously call somebody a son of a bitch. Please learn the vernacular before commenting on it in the future, it will save you from some embarrassment. 204.69.190.254  
""",0,0,1,0,0,0
148181,482394a9604803c1,"WELL HERE THIS WIKIPEDIANS: I MADE THE FLAGS GO ON, IT WENT UP TO A GOOD STANDARD. i WILL NOT ALLOW FOOLS RUIN MY CREATIONA ND OTHERS HARD WORK. I WILL FIGHT IT LIKE A MASS OF CHRISTIANS GOING TO CHURCH EVERY SUNDAY IF I HAVE TO!!!!!

Hear this cry if you will, I am saving this version
So all I will do, is repeat it again and again
Then I may get thrown off this stupid pointless thing
but whom gives a shit, I come on as a different user, sure thing
and keep on doing it, untill i get my way
make neon go some place else, go away
all the haters of national flags
the flags which make it easier to recieve information,
should stick their head up their arse
or even up to the sky where God is apparently,
excuse me for my redemption but it pisses me off that there is this infighting
I say what I will, as it is my freedom
please now neon and the other haters get off this dam FORUM!

thank you.",0,0,1,0,0,0
148267,49789475e15b8f7a,"bye 
o i`ma miss yooh so bad . but i can`t say too much on dhis lil` edit cuz dhat geniac bitch gon` say some to me , && all i`m doin is tryna tell yooh bye , hit me up on myspace , && i`ma miss yooh . luve ya sis , last time yooh gon` see my siq .",0,0,1,0,0,0
148718,510a0209577244de,"Harun Yahya/Adnan Oktar 

This is quoted from the wikipedia article on Harun Yahya:

Even though he often writes about science, he has never actually studied any science at a university level.  (, , )

There are also many disturbing data in that article: he claims to be a moral authority and an expert on Muslim ethics but has anal and oral sex with children, claiming that it is halal. If we are to keep his work in this article he needs to be demonstrated as having some standing as a Quranic scholar. Is he so received in the Muslim world? Is there any evidence for this?",0,0,1,0,0,0
