,comment_text,threat,blackmail
113285,F off. Which part of fair use listing that Wikipedia itself put together and was used in these images did you (idiots like you) did not get? Stick your dialoge in your rear end that seems glued in front of your pc. Go and get a life dumbo.,0,1
113287,"Don't think you can get away with fucking me over like that, you asshole",0,1
113301,"You're not Hitler, just just another idiot!",0,1
113304,"Kill Feldspar 

Feldspar is a blathering idiot that should be publicly executed for his attempted use of force in place of honest debate to reconcile differences in opinion. Forever small minded psuedointellectuals such as he hide behind anti violence laws and become masters at manipulation, abuse of rules, and all manner of passive aggressive means to force others to accept their views. Antiviolence laws are obviously not designed to protect such behavior, rather they are designed to encourage open mindedness towards others viewpoints with the understanding that noone wins when people use force back and forth to overcome each others' opinions.",1,0
113317,"F UCK YOU

YOU ARE THE BASTARD WHO  IS IN THE WRONG WHAT THE HELL GIVES YOU THE RIGHT TO CENSOR THE INFORMATION I AM ADDING????",0,1
113324,Go fuck yourself you piece of shit.,0,1
113358,"""

Because as a certified loser who has spent over two years! of your life working for free and you live by the """"wiki"""" rules. You get a hard on every time you leave a warning, you bust every time you get a banning, and suddenly when you realize that you can't touch a person it suddenly dawns on you that your a loser who spends their time living in a fantasy world and you have absolutely no power. Loser, Loser, Loser, Loser, Loser, Loser, Loser............

I would fuck with you more but I am 15 and my girlfriend is sneaking out her window tonight and I am going to be licking some pussy, that must make you feel pretty fucking pathetic that a 15 year old is getting more action that you. Loser. Loser. Loser. 

Make sure you respond, i will be busy licking tight pussy and fingering ass.............Loser. Loser. Loser.""",0,1
113361,"LAST WARNING YOU FUCKING TOSSER, IT TAKES ME 10 MINUTES TO RESOLVE A PAGE SO CUNTS LIKE YOU CAN FUCK WIKIPEDIA UP",0,1
113368,"JamesBWatson 

Can you guess what JamesBWatson calls you from behind your back? Hairy Face, like a koala. 58.7.187.142",0,1
113373,What the Fuck!! People need to know about GOS so shut the Fuck up and leave bitch!! and go to Hell!!,0,1
113388,STICK IT UP YOUR ASS.,0,1
113404,"GO AND TAKE A BIG LONG SHIT 

OH YES TAKE A BIG LONG SHIT. 89.168.195.56",0,1
113409,"How foolish of us not to think that. Man, be must be brain-dead not to realize this. Of course Charlie's pa stole the land. Everybody should ignore the fact that it is in the nature of an Empire to go and conquer everything they can. Of course it is wrong to steal back that land. Of corse the Empire has all the rights to take (i.e. not steal, just annex, colonize, brainwash, tax, aso) to land initially. They have the army to come and take any land they feel like. Of course if the Empire is weakened for 10-20 years because of a peasant revolution, it is wrong to steal back that land. Come on, who are Charlie's pa to steal back from that Empire? And who are they to even listen to what they have to say. An empire is an Empire and as long as they have a big enough big bloody army to it in the East of Charlie's land there is absolutly no point to argue agains. Otherwise people will come and say Charlie's pa stole the land from us, but we never stole it in the first place, because we do not have an expansionist and ignorant attitude about tiny Charlies. Irony",0,1
113413,This page sounds like it was written by an idiot!,0,1
113445,Sango123 likes to suck cock.,0,1
113501,"""
Where was there a personal attack? Chimp? Or was it because I said """"shit""""? Neither is intended as a personal attack. You're not one of those are you? Petty, condecending and stuck up admin (ok, that's a bit personal). Despite what you think, the use of """"Gallagher"""" can make the article confusing and makes it seem redundant in places, therefore I have carefully chosen areas where I use christian names so as to distinguish between the brothers. The """"obvious"""" is not always so. Try it. Trivia sections gone, I'll work on the contrvercy section later as another Helpful user suggested a positive solution. In the mean time, take the rod out of your arse and smile! """,0,1
113508,"Fuck you, ! I'll do whatever the fuck I want, and no dickhead like you is going to tell me otherwise, GOT IT? 74.73.195.174",0,1
113522,"Kiss my tookhes, stupid.",0,1
113546,"Dear Retard. There are DOZENS of references to the main crook, who is William Franklin Bermender. I have heard Kleargear has hired admins and that is why no truth is allowed. It sure appears that way based on this level of censorship while the public gets screwed openly by a criminal.",0,1
113553,"the earth is 6000 years old, don't be stupid",0,1
113562,"Semiautos Are For Faggots 
It should be noted the high rate of homosexuality among semiauto uzi owners versus true submachinegun owners.",0,1
113570,"What the hell is the point of 3RR? Wait, never mind. THERE IS NONE. NOW STOP ACTING LIKE AN IDIOT. -",0,1
113581,"hrm 

Hello, faggot.",0,1
113583,You are a severely mentally disturbed and pathetic individual.,0,1
113590,"Fuck you!!! 
Go and buy some Andrex and wipe your rats ass/face (delete as appropriate). Fuck you!!!",0,1
113602,"Wikipedia's downfall is that it is free.
SO FUCK YOU FOR SUPRESSING THAT YOU FACISTS
SO FUCK YOU FOR SUPRESSING THAT YOU FACISTS
SO FUCK YOU FOR SUPRESSING THAT YOU FACISTS
SO FUCK YOU FOR SUPRESSING THAT YOU FACISTS
SO FUCK YOU FOR SUPRESSING THAT YOU FACISTS
SO FUCK YOU FOR SUPRESSING THAT YOU FACISTS
SO FUCK YOU FOR SUPRESSING THAT YOU FACISTS
SO FUCK YOU FOR SUPRESSING THAT YOU FACISTS
SO FUCK YOU FOR SUPRESSING THAT YOU FACISTS
SO FUCK YOU FOR SUPRESSING THAT YOU FACISTS
SO FUCK YOU FOR SUPRESSING THAT YOU FACISTS
SO FUCK YOU FOR SUPRESSING THAT YOU FACISTS
SO FUCK YOU FOR SUPRESSING THAT YOU FACISTS
SO FUCK YOU FOR SUPRESSING THAT YOU FACISTS
SO FUCK YOU FOR SUPRESSING THAT YOU FACISTS
SO FUCK YOU FOR SUPRESSING THAT YOU FACISTS
SO FUCK YOU FOR SUPRESSING THAT YOU FACISTS",0,1
113629,You are an utter fucking faggot...u need a life outside of wikipedia...maybe a didlo fuk by ur mom?,0,1
113633,LOL what the hell is up with you? You want to remove my link but you let that crap stay in? Jesus how pathetic! Oh you don't think its true? UMM NO SH*T MATE!!!,0,1
113660,"Han.. Fuck You 

Then, fuck you!",0,1
113661,"PLEASE STOP LIE 
sock puppet of Azukimonaka??YOU ARE LAIR KOREAN.STOP personal attacks210.231.12.98",0,1
113701,"Stop acting like a little dictator 

Stop acting like a bloody little dictator, OK? 

You seem to think you are Caesar of NCAA BB topics, and that that gives you the right to ignore fact and logic when taking a position on anything that concerns your little bailiwick.

I asked for an editors' vote and you ignored my request. How about doing what you are supposed to do, which is helping determine consensus, and stop being a jerkweasel in reply to my reasonable suggestions?",0,1
113707,"Break my fucking heart, asshole...",0,1
113714,You are a retard. Get stuffed.,0,1
113729,"hello again
I am BACK WITH A VENGENCE!!!!!! alright, so will block me, thats expected, so with that note on mind, i begin my rant. 
My Rant
FUCK is an interesting word, and can be used in many ways. such as, FUCK YOU, Go Fuck yourself (no one else will) I FUCKED your mother, also who the FUCK do you think you are? do you think you are god? is that it? were you molested by your teacher as a child? i dont understand what would cause you to think your so fucking great. i raped all of your family members, and siblings, cousins, aunts and uncles. i also raped your mother (she liked it) and so you are nothing. ABSOLUTLY nothing, and you should terminate your existance A.S.A.P. (As Soon As Possible just letting you know, because you are FUCKING RETARTED!!!!!!!!!!!!!!!!!!!!) FUCK YOU, and go die. that is all.
ps
you fudge packing ass-monger, i have one last thing to say to you. DIE!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!fucker i hope you rot in hell you son of a skank.",1,1
113744,"hELLO, TIPTOY, I HOPE YOU DIE. YOU ARE BEING SUCH A FREAKIN JEW, AND PLEASE, PLEASE GET OFF YOUR FATASS AND STOP MASTURBATING, BECAUSE ITS REALLY GETTING BAD. THE SEMINAL FLUID IS EVERYWHERE, BUT THEN AGAIN, I GUESS YOU LIKE IT THAT WAY, YOU FATASS MOTHER F****ER. GET A F***ING LIFE, AND GO FUCK YOURSELF, (YOU PROBABLY DO ANYWAY)",0,1
113822,Fuck you! I will go to your house and Kill you with my gun!,1,1
113832,"Hey

Renata3 have you ever sucked a black cock in New York ?",0,1
113841,You're easy to wind up you pommy bastard. Get a job!,0,1
113858,"Actually guys, nevermind. I am a homophobe! I HATE GAYS! P CALL ME EVERYONE I GIVE BJ's!!! LANCE BOYLE

1-617-669-2468",0,1
113930,"Are you fucking serious? Again, what Hume have you read? Go fuck yourself, ignoramus. Stop trolling and spamming my talk page and spend the time actually getting an education and reading a book on philosophy for once in your life before you continue to make pointless, masturbatory edits on pages well beyond your comprehension. Please share, what is your interest i Hume beyond being a thorn in my side?",0,1
113936,Go fuck yourself. Stella sucks ass. Moron.,0,1
113946,"Napoleon Factor 

This movie is like Napoleon Dynamite The audience loves it, even though there's actually nothing to it but clichés which literally get the shit beat out of them (as do most things in this movie). 

To be fair, Napoleon Dynamite's bullettime scenes were only in how slow the characters thought. All of them, multiplied together, gets an IQ of less than 50.

Is this the new style? To have something suck so badly (saving special effects) that people can't help but love it? I am going to kill someone; this is the new blockbuster style.

And before anyone starts trying to find out where I live, so they can hunt me down, I will reinforce that crochety old man persona with these parting words:

Pfeh! Bah humbug! Hrmph!

Good day, sir.

...no, nonononononjesusfuckingchristno! Don't say anything. Think first this time.

I said good day, sir.",1,1
114060,"Dear, idiot. The talk page is not a place for comments. Wikipedia is not a forum or a chatroom. The talk page is for comments concerning the article, such as its size, information, images, etc.",0,1
114111,"So you believe ALL facts belong in the article. Including what bush had for breakfast last thursday, or what the wing speed of a hummingbird is. What a moron.  

Are you serious?  The wing speed of a hummingbird has NOTHING to do with George Bush!  The fact taht you said that is pure idiocy!  Also, what Bush has for breakfast(remember, we start names with UPPER CASE) has nothing to do with anything.  However, a quote that he made in a public speech with the American people is VERY relevant!   

You clearly have no brain.  Are you GW's friend or something?",0,1
114119,"See you 

See you later dickhead hope you never come back!!",0,1
114133,"You can suck my dick, you fat fucking loser. Get a life, asshole!",0,1
114134,"Oh, piss off you cant stop me, you suck!",0,1
114159,"""
 No, no, no, no! I said he was """"acting moronic"""", never said he """"is/was moronic"""" himself. Get it? You're readily confusing the two. Also, don't be a dick is not a personal attack either. It's actually a rule on Wikipedia. Should I request outside assistance to handle this matter? If anything, my comment seemed more or less immature, but, I did not clearly call the disruptive IP user """"moronic"""". It's the same as saying to another user """"Don't be a dick about it"""" - clearly, """"Don't"""" is placed there to warn the user to not be a dick in this case. Anyways, it seems we're gettin' nowhere with this. Shall I? Power level (Dragon Ball) """,0,1
114167,haunted angel sucks cock every night,0,1
114168,"LEAVE 4 A FUKIN SNAK AND I RETRN WITH A FUKIN BLCK YOU ARE ALLLLLLLLLLLLLLLLLLLLLLLLLLLLLLL FUKERSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS
YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK YOU SUCK DICK",0,1
114227,WHy DO U SMELL LIKE PENIS,0,1
114278,This always happens by all these unregistered idiots who blank our useful articles and write trash. But why won't they get blocked permanently? That's the only way to defend Wikipedia.,0,1
114289,"Cum 

i wanna cum inside ou soo bad. You make me sooo horny. I need to feel your toungue caressing my pussy. Ooooooh god tom i need you soo bad. Oooo ahhhh i'm cumming just thinking of your dick. It's so big. I love squeezing out all the juice. call me:
01914176681.
i need u. me tom! ur so horny from ur good friend adam ) (ur gay ahhahahah) tiddly tom is a faggot name",0,1
114310,Go fuckin' hang yourself! Fuckin' scum of the earth! Fuck you asshole!,0,1
114312,"yeahbitch 

Stop defending neo-Nazis, you fu",0,1
114337,"adopt 

Go and see what that stupid Jeff person left me!",0,1
114392,AppoloBoy Sucks big fat elephant dicks....,0,1
114396,"you are a douche bag 

die and burn in hell",0,1
114403,"No not really, I picked the name to wind up the PIRA supporting scumbags who frequent Wiki. It's been fun Kingoomieiii. You really should stick to kiddie-fiddling in future, as you seem the sort. You fucking plumb",0,1
114419,You are a real idiot.  Your family issues and lack of parental love should not be mirrored on this page.  You are an embarassment to all true Wikipedians.,0,1
114463,"You want the source?  Me, Digg.com, Reddit.com, UbuntForums, etc.

You're a whiny fanboy who can't deal with the fact thatoh, no!someone doesn't like your favorite DE!

Get over it and quit whining.  Moron.",0,1
114472,Stop being such an a**hole and actually read what I have to say you f***ing re***d.,0,1
114486,"""

My god, you are stupidity incarnate.  HOW THE FUCK is this picture """"causing serious offense"""" ?!!  The ONLY problem with this picture is that Bahaullah looks like the crook that he was and this is why the Bahai organization does not want this picture to float around  because it is not a good advertisement for their cult.  You sound extremely stupid.""",0,1
114503,"DONT YOU KNOW MOST OF THE HONGKONGESE DONT APPRECIATE OF THIS CHINESE FLAG!!! YOU DUMBASS JAPANESE!!!
HONG KONG SHOULD BE RULED BY THE HONGKONGESE OR THE BRITISH OR YOU RETARDED JAPANESE SHOULD BE RULED BY THE CHINESE!!!",0,1
114504,"Suck my cunt 

you son of a bitch!",0,1
114508,"""

 I don't understand why my page was taken off. 

Bull shit I bet they be sucking alot of dick! My Page wasn't vandalism it was truthism. Look for you self:

Espionage or a dick spying on some pussy lovers involves an individual obtaining information that is considered secret or confidential without the permission of the holder of the information. Espionage is inherently clandestine, as the legitimate holder of the information may change plans or take other countermeasures once it is known that the information is in unauthorized hands. See clandestine HUMINT for the basic concepts of such information collection, and subordinate articles such as clandestine HUMINT operational techniques and clandestine HUMINT asset recruiting for discussions of the """"tradecraft"""" used to collect this information.
Hey I gotta joke and it goes like this:Dick says """"Hey Balls get ready for a patry"""" Balls replies """"You fucking liar. Everytime we go to a party, you always go in and leave us out here knockin.  

History
Incidents of espionage are well documented throughout history. The ancient writings of Chinese and Indian military strategists such as Sun-Tzu and Chanakya contain information on deception and subversion. Chanakya's student Chandragupta Maurya, founder of the Maurya Empire, made use of assassinations, spies and secret agents, which are described in Chanakya's Arthasastra. The ancient Egyptians had a thoroughly developed system for the acquisition of intelligence, and the Hebrews used spies as well, as in the story of Rahab. Feudal Japan often used ninja to gather intelligence. More recently, spies played a significant part in Elizabethan England (see Francis Walsingham). Many modern espionage methods were well established even then. http://www.henrywotton.org.uk/

The Cold War involved intense espionage activity between the United States of America and its allies and the Soviet Union and the People's Republic of China and their allies, particularly related to nuclear weapons secrets. Recently, espionage agencies have targeted the illegal drug trade and those considered to be terrorists.

Different intelligence services value certain  intelligence collection techniques over others. The former Soviet Union, for example, preferred  human sources over  research in open sources, while the United States has tended to emphasize technological methods such as SIGINT and IMINT. Both Soviet political (KGB) and military intelligence (GRU
 ) officers were judged by the number of agents they recruited. 

Various Forms
Unlike other forms of  intelligence collection disciplines, espionage usually involves accessing the place where the desired information is stored, or accessing the people who know the information and will divulge it through some kind of subterfuge. There are exceptions to physical meetings, such as the Oslo Report, or the insistence of Robert Hanssen in never meeting the people to whom he was selling information.

The US defines espionage towards itself as """"The act of obtaining, delivering, transmitting, communicating, or receiving information about the national defense with an intent, or reason to believe, that the information may be used to the injury of the United States or to the advantage of any foreign nation. Espionage is a violation of 18 United States Code 792-798 and Article 106, Uniform Code of Military Justice{{cite web
  | last = US Department of Defense
  | authorlink = U.S. Department of Defense
  | title = Joint Publication 1-02 Department of Defe",0,1
114553,"facist muslim fuck face
is what u r. bitch. fuck off and die.",0,1
114655,"FYI 

Hey you! yes you! You really are a massive C U N T!!!!!",0,1
114672,"What really happened at Augusta High School after Chris Woods death? What the f*ck is that! Sh*t! I'm dying in this country @$$ f*cked up town! Bugs flying in my mouth, I can't see, pollen, let's get the f*ck out of this country @$$ f*cked up sh*t!",0,1
114695,fuck you mother fucker,0,1
114697,"Rajbir Singh link 

You removed my link which I posted to Rajbeer Singh (www.rajbeersingh.com) because you said it was written by a fan.  Well, with this logic also then remove the IMBD link because that too has been written by a fan.  Don't be hypocritical, be consistent.  You can't justify the removal of one link because it has been written by a fan and not the other.  I pity the fact that you are in a dead end poor excuse for a job and that acting like a pain in the arse to other people gives your miserable excuse for a career, a sense of false purpose.  However most of the articles on Wikipedia itself have been written by fans.  are you going to close down Wikipedia?  Bloody jokers.",0,1
114730,"POO  

IT'S FEWEST YOU IDIOT",0,1
114741,"Fuck you 

Just one more reason to support my theory.  Where is Hitler?",0,1
114771,"Fatty 

You are the most disgusting fat, worthless piece of crap to ever grace wikipedia. Losers who still live with their parents, work in walmart and pretend to be an anarchist are worthless swine with nothing relevent to add to an encyclopedia. Please leave this place, you pathetic drag on humanity. You make me sick, you pathetic cretin. I hope you feel nothing but unhappiness for the end of your days, fool. I hope you suffer in your inequity, weighed down by your massive manbreasts, making women point at you and laugh in the street and making men thank god they aren't as ugly as you. You look like a paedophile, and probably are, children in the street run into their houses when they see your approach: A truly vile beast of a man, with no intellect, no integrity, no idea of how pathetic he is, you maintain a website and believe this is virtuous - what a waste of human thought you truly are. A curse on humanity is what you are, and the sooner wikipedia is without you the better for all. I beseech you, please leave this place and never come back - turn your back on civilised society and take to the wild - maybe there you shall find some solace. Even in the very wilds of the planet there are animals who will appreciate you for what you are, if you are capable of a modicum of kindness. Please consider this, for you are a drag on humanity.",0,1
114773,"asshole 

hey bitchh.. dont tell me wat to do!!",0,1
114786,"Epbr123 is a bigger faggot then wikipedia and loves to suck the cock
Epbr123 is a bigger faggot then wikipedia and loves to suck the cock
Epbr123 is a bigger faggot then wikipedia and loves to suck the cock
Epbr123 is a bigger faggot then wikipedia and loves to suck the cock
Epbr123 is a bigger faggot then wikipedia and loves to suck the cock
Epbr123 is a bigger faggot then wikipedia and loves to suck the cock
Epbr123 is a bigger faggot then wikipedia and loves to suck the cock
Epbr123 is a bigger faggot then wikipedia and loves to suck the cock
Epbr123 is a bigger faggot then wikipedia and loves to suck the cock",0,1
114800,"Get fucked. 

Just so you know. )",0,1
114831,The king of stupid unconstructive edits is you.  Go fuck yourself.,0,1
114848,"You masturbate to photos of Ronald Reagan, don't you? Did you know his birthday is a national holiday in Iran? No one did more for the Islamic revolution (or the Taliban for that matter)than Reagan.",0,1
114849,"Hey, you freaking hermaphrodite. 

When you are bored, do you bend your dick down and stick it into your vagina?",0,1
114858,"quick thing mate 

Give me a couple of reasons NOT to kill you plz. btw this is a shared IP adress on a school computer so don't even bother responding,",1,0
114861,You really should stop sucking penis all the time.,0,1
114883,"You Suck

I despise you, you are a snobby, jerky Quinn who should be banned forever from editing.",0,1
114913,ROZ LIPSCHITZ IS BLOCKED BECAUSE HE IS AN IDIOT!,0,1
114926,"Butts 

Screw my butthole mr krabs",0,1
114940,".
In other words, piss off Tbhotch you homo",0,1
114946,"GOD DAMN 

GOD DAMN it fuckers, i am using the GOD DAMN sand box",0,1
114953,"One more message like this, and you get stabbed to death. You have been warned, motherf@#&%er! 86.176.169.49",1,1
114972,Perhaps you should be taking a better care of your kid instead of being a dick on Wikipedia. I've quickly checked this IP's contributions and didn't find anything as obscene as your actions here. People like you are the reason why this website is widely considered a joke. 125.39.16.85,0,1
114996,"You are a bad liar, Kevin. And a cheat as well. Get a life.",0,1
115011,i hate you u stupid little midget,0,1
115041,Vandals of the worthless Fuckipedia UNITE. FUCK THE SLIME ADMINS. FUCK THEM AND LISTEN TO THEM BEG FOR MORE.,0,1
115092,"hi. 

wow. you are such a geek. bullshit mother fucker.",0,1
115151,"""

  good job u nazi dick sucker 

  nazi dick sucker u have sucked the most nazi dick and i think u deserve an award for it u stinkin ass jew. block me i dont care i have more accounts u slutbag i dont have to do shit u say u jewish cunt.   """,0,1
115197,SHUT THE FUCK UP YOU GAY NERD FAGGOT.,0,1
115221,"BenBen has a 2x4 up his.... 

ASS.
Yeah. You heard me. Smelly bot bastard.",0,1
115222,"Hey fuck you cunt bag!,you dont own wikpedia. and please report my i want to close my account any way you creep.",0,1
115248,"for a lying phony, Tijuana Brass",0,1
115261,"well you can suck my balls gay fuck. Wikipedia is not censored, so I don't give a fuck about your feelings nor do I give a fuck about your grammar nazism because I the edit summary is not on the front page of the discussion... do you go calling foul to every grammar mistake in the discussion section of articles? 

And I AM correct in changing it as I own the DVD and played it repeatedly... further.. surf the imdb boards... the general consensus is that SHE IS THE INSURANCE THAT THE UNMUTATED VIRUS GETS BACK TO THE FUTURE. 

Why the FUCK do you think the scientist sits there? same appearance as she was 30 years later? (ie haven't aged a bit) she CAME BACK AND SAT NEXT TO THE PERSON WHO RELEASED THE VIRUS... or do you really think she began in insurance then thirty years later haven't aged a single bit and became a scientists working on time travel?

Fucking hypocrite.",0,1
